year,category,film,nominee,character_name,is_winner
1968,Actor -- Supporting Role,Faces,Seymour Cassel,Chet,FALSE
1968,Actor -- Supporting Role,Star!,Daniel Massey,Noel Coward,FALSE
1968,Actor -- Supporting Role,Oliver!,Jack Wild,The Artful Dodger,FALSE
1968,Actor -- Supporting Role,The Producers,Gene Wilder,Leo Bloom,FALSE
1968,Actress -- Leading Role,The Lion in Winter,Katharine Hepburn,Queen Eleanor of Aquitaine,TRUE
1968,Actress -- Leading Role,The Subject Was Roses,Patricia Neal,Nettie Cleary,FALSE
1968,Actress -- Leading Role,Isadora,Vanessa Redgrave,Isadora Duncan,FALSE
1968,Actress -- Leading Role,Funny Girl,Barbra Streisand,Fanny Brice,TRUE
1968,Actress -- Leading Role,,Joanne Woodward,, Rachel {'Rachel Cameron'}
1968,Actress -- Supporting Role,Faces,Lynn Carlin,Maria Forst,FALSE
1968,Actress -- Supporting Role,Rosemary's Baby,Ruth Gordon,Minnie Castevet,TRUE
1968,Actress -- Supporting Role,The Heart Is a Lonely Hunter,Sondra Locke,Mick Kelly,FALSE
1968,Actress -- Supporting Role,Funny Girl,Kay Medford,Rose Brice,FALSE
1968,Actress -- Supporting Role,,Estelle Parsons,, Rachel {'Calla Mackie'}
1968,Directing,The Battle of Algiers,"",,FALSE
1968,Directing,The Lion in Winter,"",,FALSE
1968,Directing,Oliver!,"",,TRUE
1968,Directing,Romeo and Juliet,"",,FALSE
1968,Directing,2001: A Space Odyssey,"",,FALSE
1967,Actor -- Leading Role,Bonnie and Clyde,Warren Beatty,Clyde Barrow,FALSE
1967,Actor -- Leading Role,The Graduate,Dustin Hoffman,Ben Braddock,FALSE
1967,Actor -- Leading Role,Cool Hand Luke,Paul Newman,Luke Jackson,FALSE
1967,Actor -- Leading Role,In the Heat of the Night,Rod Steiger,Police Chief Bill Gillespie,TRUE
1967,Actor -- Leading Role,Guess Who's Coming to Dinner,Spencer Tracy,Matt Drayton,FALSE
1967,Actor -- Supporting Role,The Dirty Dozen,John Cassavetes,Victor Franko,FALSE
1967,Actor -- Supporting Role,Bonnie and Clyde,Gene Hackman,Buck Barrow,FALSE
1967,Actor -- Supporting Role,Guess Who's Coming to Dinner,Cecil Kellaway,Monsignor Ryan,FALSE
1967,Actor -- Supporting Role,Cool Hand Luke,George Kennedy,Dragline,TRUE
1967,Actor -- Supporting Role,Bonnie and Clyde,Michael J. Pollard,C.W. Moss,FALSE
1967,Actress -- Leading Role,The Graduate,Anne Bancroft,Mrs. Robinson,FALSE
1967,Actress -- Leading Role,Bonnie and Clyde,Faye Dunaway,Bonnie Parker,FALSE
1967,Actress -- Leading Role,The Whisperers,Dame Edith Evans,Mrs. Ross,FALSE
1967,Actress -- Leading Role,Wait until Dark,Audrey Hepburn,Susy Hendrix,FALSE
1967,Actress -- Leading Role,Guess Who's Coming to Dinner,Katharine Hepburn,Christina Drayton,TRUE
1967,Actress -- Supporting Role,Thoroughly Modern Millie,Carol Channing,Muzzy Van Hossmere,FALSE
1967,Actress -- Supporting Role,Barefoot in the Park,Mildred Natwick,Mrs. Ethel Banks,FALSE
1967,Actress -- Supporting Role,Bonnie and Clyde,Estelle Parsons,Blanche Barrow,TRUE
1967,Actress -- Supporting Role,Guess Who's Coming to Dinner,Beah Richards,Mrs. Prentice,FALSE
1967,Actress -- Supporting Role,The Graduate,Katharine Ross,Elaine Robinson,FALSE
1967,Directing,Bonnie and Clyde,"",,FALSE
1967,Directing,The Graduate,"",,TRUE
1967,Directing,Guess Who's Coming to Dinner,"",,FALSE
1967,Directing,In Cold Blood,"",,FALSE
1967,Directing,In the Heat of the Night,"",,FALSE
1966,Actor -- Leading Role,The Russians Are Coming The Russians Are Coming,Alan Arkin,Rozanov,FALSE
1966,Actor -- Leading Role,Who's Afraid of Virginia Woolf?,Richard Burton,George,FALSE
1966,Actor -- Leading Role,Alfie,Michael Caine,Alfie,FALSE
1966,Actor -- Leading Role,The Sand Pebbles,Steve McQueen,Jake Holman,FALSE
1966,Actor -- Leading Role,A Man for All Seasons,Paul Scofield,Sir Thomas More,TRUE
1966,Actor -- Supporting Role,The Sand Pebbles,Mako,Po-Han,FALSE
1966,Actor -- Supporting Role,Georgy Girl,James Mason,James Leamington,FALSE
1966,Actor -- Supporting Role,The Fortune Cookie,Walter Matthau,Willie Gingrich,TRUE
1966,Actor -- Supporting Role,Who's Afraid of Virginia Woolf?,George Segal,Nick,FALSE
1966,Actor -- Supporting Role,A Man for All Seasons,Robert Shaw,King Henry VIII,FALSE
1966,Actress -- Leading Role,A Man and a Woman,Anouk Aimee,Anne Gauthier,FALSE
1966,Actress -- Leading Role,The Shop on Main Street,Ida Kaminska,Rozalie Lautmanova,FALSE
1966,Actress -- Leading Role,Georgy Girl,Lynn Redgrave,Georgy Parkin,FALSE
1966,Actress -- Leading Role,Morgan!,Vanessa Redgrave,Leonie Delt,FALSE
1966,Actress -- Leading Role,Who's Afraid of Virginia Woolf?,Elizabeth Taylor,Martha,TRUE
1966,Actress -- Supporting Role,Who's Afraid of Virginia Woolf?,Sandy Dennis,Honey,TRUE
1966,Actress -- Supporting Role,A Man for All Seasons,Wendy Hiller,Alice More,FALSE
1966,Actress -- Supporting Role,Hawaii,Jocelyne Lagarde,Malama,FALSE
1966,Actress -- Supporting Role,Alfie,Vivien Merchant,Lily,FALSE
1966,Actress -- Supporting Role,You're a Big Boy Now,Geraldine Page,Margary Chanticleer,FALSE
1966,Directing,Blow-Up,"",,FALSE
1966,Directing,A Man and a Woman,"",,FALSE
1966,Directing,A Man for All Seasons,"",,TRUE
1966,Directing,The Professionals,"",,FALSE
1966,Directing,Who's Afraid of Virginia Woolf?,"",,FALSE
1965,Actor -- Leading Role,The Spy Who Came In from the Cold,Richard Burton,Alec Leamas,FALSE
1965,Actor -- Leading Role,Cat Ballou,Lee Marvin,Kid Shelleen/Tim Strawn,TRUE
1965,Actor -- Leading Role,Othello,Laurence Olivier,Othello,FALSE
1965,Actor -- Leading Role,The Pawnbroker,Rod Steiger,Sol Nazerman,FALSE
1965,Actor -- Leading Role,Ship of Fools,Oskar Werner,Dr. Schumann,FALSE
1965,Actor -- Supporting Role,A Thousand Clowns,Martin Balsam,Arnold Burns,TRUE
1965,Actor -- Supporting Role,The Flight of the Phoenix,Ian Bannen,Crow,FALSE
1965,Actor -- Supporting Role,Doctor Zhivago,Tom Courtenay,Pasha Antipov/Strelnikoff,FALSE
1965,Actor -- Supporting Role,Ship of Fools,Michael Dunn,Glocken,FALSE
1965,Actor -- Supporting Role,Othello,Frank Finlay,Iago,FALSE
1965,Actress -- Leading Role,The Sound of Music,Julie Andrews,Maria,FALSE
1965,Actress -- Leading Role,Darling,Julie Christie,Diana Scott,TRUE
1965,Actress -- Leading Role,The Collector,Samantha Eggar,Miranda Grey,FALSE
1965,Actress -- Leading Role,A Patch of Blue,Elizabeth Hartman,Selina D'Arcey,FALSE
1965,Actress -- Leading Role,Ship of Fools,Simone Signoret,La Condessa,FALSE
1965,Actress -- Supporting Role,Inside Daisy Clover,Ruth Gordon,The Dealer,FALSE
1965,Actress -- Supporting Role,Othello,Joyce Redman,Emilia,FALSE
1965,Actress -- Supporting Role,Othello,Maggie Smith,Desdemona,FALSE
1965,Actress -- Supporting Role,A Patch of Blue,Shelley Winters,Rose-Ann D'Arcey,TRUE
1965,Actress -- Supporting Role,The Sound of Music,Peggy Wood,Mother Abbess,FALSE
1965,Directing,The Collector,"",,FALSE
1965,Directing,Darling,"",,FALSE
1965,Directing,Doctor Zhivago,"",,FALSE
1965,Directing,The Sound of Music,"",,TRUE
1965,Directing,Woman in the Dunes,"",,FALSE
1964,Actor -- Leading Role,Becket,Richard Burton,Thomas Becket,FALSE
1964,Actor -- Leading Role,My Fair Lady,Rex Harrison,Professor Henry Higgins,TRUE
1964,Actor -- Leading Role,Becket,Peter O'Toole,King Henry II,FALSE
1964,Actor -- Leading Role,Zorba the Greek,Anthony Quinn,Alexis Zorba,FALSE
1964,Actor -- Leading Role,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Peter Sellers,Group Captain Lionel Mandrake/President Muffley/Dr. Strangelove,FALSE
1964,Actor -- Supporting Role,Becket,John Gielgud,King Louis VII of France,FALSE
1964,Actor -- Supporting Role,My Fair Lady,Stanley Holloway,Alfred P. Doolittle,FALSE
1964,Actor -- Supporting Role,Seven Days in May,Edmond O'Brien,Senator Raymond Clark,FALSE
1964,Actor -- Supporting Role,The Best Man,Lee Tracy,Art Hockstader,FALSE
1964,Actor -- Supporting Role,Topkapi,Peter Ustinov,Arthur Simpson,TRUE
1964,Actress -- Leading Role,Mary Poppins,Julie Andrews,Mary Poppins,TRUE
1964,Actress -- Leading Role,The Pumpkin Eater,Anne Bancroft,Jo Armitage,FALSE
1964,Actress -- Leading Role,Marriage Italian Style,Sophia Loren,Filomena Marturano,FALSE
1964,Actress -- Leading Role,The Unsinkable Molly Brown,Debbie Reynolds,Molly Brown,FALSE
1964,Actress -- Leading Role,Seance on a Wet Afternoon,Kim Stanley,Myra Savage,FALSE
1964,Actress -- Supporting Role,My Fair Lady,Gladys Cooper,Mrs. Higgins,FALSE
1964,Actress -- Supporting Role,The Chalk Garden,Dame Edith Evans,Mrs. St. Maugham,FALSE
1964,Actress -- Supporting Role,The Night of the Iguana,Grayson Hall,Judith Fellowes,FALSE
1964,Actress -- Supporting Role,Zorba the Greek,Lila Kedrova,Madame Hortense,TRUE
1964,Actress -- Supporting Role,,Agnes Moorehead,, Sweet Charlotte {'Velma Cruther'}
1964,Directing,Becket,"",,FALSE
1964,Directing,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"",,FALSE
1964,Directing,Mary Poppins,"",,FALSE
1964,Directing,My Fair Lady,"",,TRUE
1964,Directing,Zorba the Greek,"",,FALSE
1963,Actor -- Leading Role,Tom Jones,Albert Finney,Tom Jones,FALSE
1963,Actor -- Leading Role,This Sporting Life,Richard Harris,Frank Machin,FALSE
1963,Actor -- Leading Role,Cleopatra,Rex Harrison,Julius Caesar,FALSE
1963,Actor -- Leading Role,Hud,Paul Newman,Hud Bannon,FALSE
1963,Actor -- Leading Role,Lilies of the Field,Sidney Poitier,Homer Smith,TRUE
1963,Actor -- Supporting Role,Twilight of Honor,Nick Adams,Ben Brown,FALSE
1963,Actor -- Supporting Role,,Bobby Darin,, M.D. {'Corp. Jim Tompkins'}
1963,Actor -- Supporting Role,Hud,Melvyn Douglas,Homer Bannon,TRUE
1963,Actor -- Supporting Role,Tom Jones,Hugh Griffith,Squire Western,FALSE
1963,Actor -- Supporting Role,The Cardinal,John Huston,Cardinal Glennon,FALSE
1963,Actress -- Leading Role,The L-Shaped Room,Leslie Caron,Jane,FALSE
1963,Actress -- Leading Role,Irma La Douce,Shirley MacLaine,Irma La Douce,FALSE
1963,Actress -- Leading Role,Hud,Patricia Neal,Alma,TRUE
1963,Actress -- Leading Role,This Sporting Life,Rachel Roberts,Mrs. Hammond,FALSE
1963,Actress -- Leading Role,Love with the Proper Stranger,Natalie Wood,Angie,FALSE
1963,Actress -- Supporting Role,Tom Jones,Diane Cilento,Molly,FALSE
1963,Actress -- Supporting Role,Tom Jones,Dame Edith Evans,Miss Western,FALSE
1963,Actress -- Supporting Role,Tom Jones,Joyce Redman,Mrs. Waters,FALSE
1963,Actress -- Supporting Role,The V.I.P.s,Margaret Rutherford,Duchess of Brighton,TRUE
1963,Actress -- Supporting Role,Lilies of the Field,Lilia Skala,Mother Maria,FALSE
1963,Directing,America America,"",,FALSE
1963,Directing,The Cardinal,"",,FALSE
1963,Directing,Federico Fellini's 8-1/2,"",,FALSE
1963,Directing,Hud,"",,FALSE
1963,Directing,Tom Jones,"",,TRUE
1962,Actor -- Leading Role,Birdman of Alcatraz,Burt Lancaster,Robert Stroud,FALSE
1962,Actor -- Leading Role,Days of Wine and Roses,Jack Lemmon,Joe Clay,FALSE
1962,Actor -- Leading Role,Divorce--Italian Style,Marcello Mastroianni,Ferdinando Cefalu,FALSE
1962,Actor -- Leading Role,Lawrence of Arabia,Peter O'Toole,T.E. Lawrence,FALSE
1962,Actor -- Leading Role,To Kill a Mockingbird,Gregory Peck,Atticus Finch,TRUE
1962,Actor -- Supporting Role,Sweet Bird of Youth,Ed Begley,Tom 'Boss' Finley,TRUE
1962,Actor -- Supporting Role,What Ever Happened to Baby Jane?,Victor Buono,Edwin Flagg,FALSE
1962,Actor -- Supporting Role,Birdman of Alcatraz,Telly Savalas,Feto Gomez,FALSE
1962,Actor -- Supporting Role,Lawrence of Arabia,Omar Sharif,Sherif Ali ibn el Kharish,FALSE
1962,Actor -- Supporting Role,Billy Budd,Terence Stamp,Billy Budd,FALSE
1962,Actress -- Leading Role,The Miracle Worker,Anne Bancroft,Annie Sullivan,TRUE
1962,Actress -- Leading Role,What Ever Happened to Baby Jane?,Bette Davis,Jane Hudson,FALSE
1962,Actress -- Leading Role,Long Day's Journey into Night,Katharine Hepburn,Mary Tyrone,FALSE
1962,Actress -- Leading Role,Sweet Bird of Youth,Geraldine Page,Alexandra Del Lago,FALSE
1962,Actress -- Leading Role,Days of Wine and Roses,Lee Remick,Kirsten Arnesen,FALSE
1962,Actress -- Supporting Role,To Kill a Mockingbird,Mary Badham,Scout Finch,FALSE
1962,Actress -- Supporting Role,The Miracle Worker,Patty Duke,Helen Keller,TRUE
1962,Actress -- Supporting Role,Sweet Bird of Youth,Shirley Knight,Heavenly Finley,FALSE
1962,Actress -- Supporting Role,The Manchurian Candidate,Angela Lansbury,Raymond's Mother,FALSE
1962,Actress -- Supporting Role,Birdman of Alcatraz,Thelma Ritter,Elizabeth Stroud,FALSE
1962,Directing,David and Lisa,"",,FALSE
1962,Directing,Divorce--Italian Style,"",,FALSE
1962,Directing,Lawrence of Arabia,"",,TRUE
1962,Directing,The Miracle Worker,"",,FALSE
1961,Actor -- Leading Role,Fanny,Charles Boyer,Cesar,FALSE
1961,Actor -- Leading Role,The Hustler,Paul Newman,Eddie Felson,FALSE
1961,Actor -- Leading Role,Judgment at Nuremberg,Maximilian Schell,Hans Rolfe,TRUE
1961,Actor -- Leading Role,Judgment at Nuremberg,Spencer Tracy,Judge Dan Haywood,FALSE
1961,Actor -- Leading Role,The Mark,Stuart Whitman,Jim Fuller,FALSE
1961,Actor -- Supporting Role,West Side Story,George Chakiris,Bernardo,TRUE
1961,Actor -- Supporting Role,Judgment at Nuremberg,Montgomery Clift,Rudolph Peterson,FALSE
1961,Actor -- Supporting Role,Pocketful of Miracles,Peter Falk,Joy Boy,FALSE
1961,Actor -- Supporting Role,The Hustler,Jackie Gleason,Minnesota Fats,FALSE
1961,Actor -- Supporting Role,The Hustler,George C. Scott,Bert Gordon,FALSE
1961,Actress -- Leading Role,Breakfast at Tiffany's,Audrey Hepburn,Holly Golightly,FALSE
1961,Actress -- Leading Role,The Hustler,Piper Laurie,Sarah Packard,FALSE
1961,Actress -- Leading Role,Two Women,Sophia Loren,Cesira,TRUE
1961,Actress -- Leading Role,Summer and Smoke,Geraldine Page,Alma Winemiller,FALSE
1961,Actress -- Leading Role,Splendor in the Grass,Natalie Wood,Wilma Dean Loomis,FALSE
1961,Actress -- Supporting Role,The Children's Hour,Fay Bainter,Mrs. Amelia Tilford,FALSE
1961,Actress -- Supporting Role,Judgment at Nuremberg,Judy Garland,Irene Hoffman,FALSE
1961,Actress -- Supporting Role,The Roman Spring of Mrs. Stone,Lotte Lenya,Countess Magda Terribili-Gonzales,FALSE
1961,Actress -- Supporting Role,Summer and Smoke,Una Merkel,Mrs. Winemiller,FALSE
1961,Actress -- Supporting Role,West Side Story,Rita Moreno,Anita,TRUE
1961,Directing,The Guns of Navarone,"",,FALSE
1961,Directing,The Hustler,"",,FALSE
1961,Directing,Judgment at Nuremberg,"",,FALSE
1961,Directing,La Dolce Vita,"",,FALSE
1961,Directing,West Side Story,"",, Jerome Robbins
1960,Actor -- Leading Role,Sons and Lovers,Trevor Howard,Morel,FALSE
1960,Actor -- Leading Role,Elmer Gantry,Burt Lancaster,Elmer Gantry,TRUE
1960,Actor -- Leading Role,The Apartment,Jack Lemmon,C.C. 'Bud' Baxter,FALSE
1960,Actor -- Leading Role,The Entertainer,Laurence Olivier,Archie Rice,FALSE
1960,Actor -- Leading Role,Inherit the Wind,Spencer Tracy,Henry Drummond,FALSE
1960,Actor -- Supporting Role,,Peter Falk,, Inc. {'Abe Reles'}
1960,Actor -- Supporting Role,The Apartment,Jack Kruschen,Dr. Dreyfuss,FALSE
1960,Actor -- Supporting Role,Exodus,Sal Mineo,Dov Landau,FALSE
1960,Actor -- Supporting Role,Spartacus,Peter Ustinov,Batiatus,TRUE
1960,Actor -- Supporting Role,The Alamo,Chill Wills,Beekeeper,FALSE
1960,Actress -- Leading Role,Sunrise at Campobello,Greer Garson,Eleanor Roosevelt,FALSE
1960,Actress -- Leading Role,The Sundowners,Deborah Kerr,Ida Carmody,FALSE
1960,Actress -- Leading Role,The Apartment,Shirley MacLaine,Fran Kubelik,FALSE
1960,Actress -- Leading Role,Never on Sunday,Melina Mercouri,Ilya,FALSE
1960,Actress -- Leading Role,Butterfield 8,Elizabeth Taylor,Gloria Wandrous,TRUE
1960,Actress -- Supporting Role,The Sundowners,Glynis Johns,Mrs. Firth,FALSE
1960,Actress -- Supporting Role,Elmer Gantry,Shirley Jones,Lulu Bains,TRUE
1960,Actress -- Supporting Role,The Dark at the Top of the Stairs,Shirley Knight,Reenie,FALSE
1960,Actress -- Supporting Role,Psycho,Janet Leigh,Marion Crane,FALSE
1960,Actress -- Supporting Role,Sons and Lovers,Mary Ure,Clara Dawes,FALSE
1960,Directing,The Apartment,"",,TRUE
1960,Directing,Never on Sunday,"",,FALSE
1960,Directing,Psycho,"",,FALSE
1960,Directing,Sons and Lovers,"",,FALSE
1960,Directing,The Sundowners,"",,FALSE
1959,Actor -- Leading Role,Room at the Top,Laurence Harvey,Joe Lampton,FALSE
1959,Actor -- Leading Role,Ben-Hur,Charlton Heston,Judah Ben-Hur,TRUE
1959,Actor -- Leading Role,Some Like It Hot,Jack Lemmon,Jerry/Daphne,FALSE
1959,Actor -- Leading Role,The Last Angry Man,Paul Muni,Dr. Sam Abelman,FALSE
1959,Actor -- Leading Role,Anatomy of a Murder,James Stewart,Paul Biegler,FALSE
1959,Actor -- Supporting Role,Ben-Hur,Hugh Griffith,Sheik Ilderim,TRUE
1959,Actor -- Supporting Role,Anatomy of a Murder,Arthur O'Connell,Parnell McCarthy,FALSE
1959,Actor -- Supporting Role,Anatomy of a Murder,George C. Scott,Claude Dancer,FALSE
1959,Actor -- Supporting Role,The Young Philadelphians,Robert Vaughn,Chester Gwynn,FALSE
1959,Actor -- Supporting Role,The Diary of Anne Frank,Ed Wynn,Mr. Dussell,FALSE
1959,Actress -- Leading Role,Pillow Talk,Doris Day,Jan Morrow,FALSE
1959,Actress -- Leading Role,The Nun's Story,Audrey Hepburn,Sister Luke,FALSE
1959,Actress -- Leading Role,,Katharine Hepburn,, Last Summer {'Mrs. Venable'}
1959,Actress -- Leading Role,Room at the Top,Simone Signoret,Alice Aisgill,TRUE
1959,Actress -- Leading Role,,Elizabeth Taylor,, Last Summer {'Catherine Holly'}
1959,Actress -- Supporting Role,Room at the Top,Hermione Baddeley,Elspeth,FALSE
1959,Actress -- Supporting Role,Imitation of Life,Susan Kohner,Sarah Jane (age 18),FALSE
1959,Actress -- Supporting Role,Imitation of Life,Juanita Moore,Annie Johnson,FALSE
1959,Actress -- Supporting Role,Pillow Talk,Thelma Ritter,Alma,FALSE
1959,Actress -- Supporting Role,The Diary of Anne Frank,Shelley Winters,Mrs. Van Daan,TRUE
1959,Directing,Ben-Hur,"",,TRUE
1959,Directing,The Diary of Anne Frank,"",,FALSE
1959,Directing,The Nun's Story,"",,FALSE
1959,Directing,Room at the Top,"",,FALSE
1959,Directing,Some Like It Hot,"",,FALSE
1958,Actor -- Leading Role,The Defiant Ones,Tony Curtis,John 'Joker' Jackson,FALSE
1958,Actor -- Leading Role,Cat on a Hot Tin Roof,Paul Newman,Brick Pollitt,FALSE
1958,Actor -- Leading Role,Separate Tables,David Niven,Major Pollock,TRUE
1958,Actor -- Leading Role,The Defiant Ones,Sidney Poitier,Noah Cullen,FALSE
1958,Actor -- Leading Role,The Old Man and the Sea,Spencer Tracy,The Old Man,FALSE
1958,Actor -- Supporting Role,The Defiant Ones,Theodore Bikel,Sheriff Max Muller,FALSE
1958,Actor -- Supporting Role,The Brothers Karamazov,Lee J. Cobb,Fyodor Karamazov,FALSE
1958,Actor -- Supporting Role,The Big Country,Burl Ives,Rufus Hannassey,TRUE
1958,Actor -- Supporting Role,Some Came Running,Arthur Kennedy,Frank Hirsh,FALSE
1958,Actor -- Supporting Role,Teacher's Pet,Gig Young,Dr. Hugo Pine,FALSE
1958,Actress -- Leading Role,I Want to Live!,Susan Hayward,Barbara Graham,TRUE
1958,Actress -- Leading Role,Separate Tables,Deborah Kerr,Sibyl Railton-Bell,FALSE
1958,Actress -- Leading Role,Some Came Running,Shirley MacLaine,Ginny Moorhead,FALSE
1958,Actress -- Leading Role,Auntie Mame,Rosalind Russell,Auntie Mame Dennis,FALSE
1958,Actress -- Leading Role,Cat on a Hot Tin Roof,Elizabeth Taylor,Maggie Pollitt,FALSE
1958,Actress -- Supporting Role,Auntie Mame,Peggy Cass,Agnes Gooch,FALSE
1958,Actress -- Supporting Role,Separate Tables,Wendy Hiller,Pat Cooper,TRUE
1958,Actress -- Supporting Role,Some Came Running,Martha Hyer,Gwen French,FALSE
1958,Actress -- Supporting Role,Lonelyhearts,Maureen Stapleton,Fay Doyle,FALSE
1958,Actress -- Supporting Role,The Defiant Ones,Cara Williams,The Woman,FALSE
1958,Directing,Cat on a Hot Tin Roof,"",,FALSE
1958,Directing,The Defiant Ones,"",,FALSE
1958,Directing,Gigi,"",,TRUE
1958,Directing,I Want to Live!,"",,FALSE
1958,Directing,The Inn of the Sixth Happiness,"",,FALSE
1957,Actor -- Leading Role,Sayonara,Marlon Brando,Major Lloyd Gruver,FALSE
1957,Actor -- Leading Role,A Hatful of Rain,Anthony Franciosa,Polo,FALSE
1957,Actor -- Leading Role,The Bridge on the River Kwai,Alec Guinness,Colonel Nicholson,TRUE
1957,Actor -- Leading Role,Witness for the Prosecution,Charles Laughton,Sir Wilfrid Robarts,FALSE
1957,Actor -- Leading Role,Wild Is the Wind,Anthony Quinn,Gino,FALSE
1957,Actor -- Supporting Role,Sayonara,Red Buttons,Joe Kelly,TRUE
1957,Actor -- Supporting Role,A Farewell to Arms,Vittorio De Sica,Major Alessandro Rinaldi,FALSE
1957,Actor -- Supporting Role,The Bridge on the River Kwai,Sessue Hayakawa,Saito,FALSE
1957,Actor -- Supporting Role,Peyton Place,Arthur Kennedy,Lucas Cross,FALSE
1957,Actor -- Supporting Role,Peyton Place,Russ Tamblyn,Norman Page,FALSE
1957,Actress -- Leading Role,,Deborah Kerr,, Mr. Allison {'Sister Angela'}
1957,Actress -- Leading Role,Wild Is the Wind,Anna Magnani,Gioia,FALSE
1957,Actress -- Leading Role,Raintree County,Elizabeth Taylor,Susanna Drake,FALSE
1957,Actress -- Leading Role,Peyton Place,Lana Turner,Constance MacKenzie,FALSE
1957,Actress -- Leading Role,The Three Faces of Eve,Joanne Woodward,Eve White/Eve Black/Jane,TRUE
1957,Actress -- Supporting Role,The Bachelor Party,Carolyn Jones,The Existentialist,FALSE
1957,Actress -- Supporting Role,Witness for the Prosecution,Elsa Lanchester,Miss Plimsoll,FALSE
1957,Actress -- Supporting Role,Peyton Place,Hope Lange,Selena Cross,FALSE
1957,Actress -- Supporting Role,Sayonara,Miyoshi Umeki,Katsumi,TRUE
1957,Actress -- Supporting Role,Peyton Place,Diane Varsi,Allison MacKenzie,FALSE
1957,Directing,The Bridge on the River Kwai,"",,TRUE
1957,Directing,Peyton Place,"",,FALSE
1957,Directing,Sayonara,"",,FALSE
1957,Directing,12 Angry Men,"",,FALSE
1957,Directing,Witness for the Prosecution,"",,FALSE
1956,Actor -- Leading Role,The King and I,Yul Brynner,The King,TRUE
1956,Actor -- Leading Role,Giant,James Dean,Jett Rink,FALSE
1956,Actor -- Leading Role,Lust for Life,Kirk Douglas,Vincent Van Gogh,FALSE
1956,Actor -- Leading Role,Giant,Rock Hudson,Bick Benedict,FALSE
1956,Actor -- Leading Role,Richard III,Sir Laurence Olivier,Richard III,FALSE
1956,Actor -- Supporting Role,Bus Stop,Don Murray,Bo,FALSE
1956,Actor -- Supporting Role,Friendly Persuasion,Anthony Perkins,Josh Birdwell,FALSE
1956,Actor -- Supporting Role,Lust for Life,Anthony Quinn,Paul Gauguin,TRUE
1956,Actor -- Supporting Role,The Bold and the Brave,Mickey Rooney,Dooley,FALSE
1956,Actor -- Supporting Role,Written on the Wind,Robert Stack,Kyle Hadley,FALSE
1956,Actress -- Leading Role,Baby Doll,Carroll Baker,Baby Doll,FALSE
1956,Actress -- Leading Role,Anastasia,Ingrid Bergman,The Woman,TRUE
1956,Actress -- Leading Role,The Rainmaker,Katharine Hepburn,Lizzie Curry,FALSE
1956,Actress -- Leading Role,The Bad Seed,Nancy Kelly,Christine Penmark,FALSE
1956,Actress -- Leading Role,The King and I,Deborah Kerr,Anna,FALSE
1956,Actress -- Supporting Role,Baby Doll,Mildred Dunnock,Aunt Rose Comfort,FALSE
1956,Actress -- Supporting Role,The Bad Seed,Eileen Heckart,Mrs. Daigle,FALSE
1956,Actress -- Supporting Role,Giant,Mercedes McCambridge,Luz Benedict,FALSE
1956,Actress -- Supporting Role,The Bad Seed,Patty McCormack,Rhoda Penmark,FALSE
1956,Actress -- Supporting Role,Written on the Wind,Dorothy Malone,Marylee Hadley,TRUE
1956,Directing,Around the World in 80 Days,"",,FALSE
1956,Directing,Friendly Persuasion,"",,FALSE
1956,Directing,Giant,"",,TRUE
1956,Directing,The King and I,"",,FALSE
1956,Directing,War and Peace,"",,FALSE
1955,Actor -- Leading Role,Marty,Ernest Borgnine,Marty Pilletti,TRUE
1955,Actor -- Leading Role,Love Me or Leave Me,James Cagney,Martin Snyder,FALSE
1955,Actor -- Leading Role,East of Eden,James Dean,Cal Trask,FALSE
1955,Actor -- Leading Role,The Man with the Golden Arm,Frank Sinatra,Frankie,FALSE
1955,Actor -- Leading Role,Bad Day at Black Rock,Spencer Tracy,John J. Macreedy,FALSE
1955,Actor -- Supporting Role,Trial,Arthur Kennedy,Barney Castle,FALSE
1955,Actor -- Supporting Role,Mister Roberts,Jack Lemmon,Ensign Pulver,TRUE
1955,Actor -- Supporting Role,Marty,Joe Mantell,Angie,FALSE
1955,Actor -- Supporting Role,Rebel without a Cause,Sal Mineo,Plato,FALSE
1955,Actor -- Supporting Role,Picnic,Arthur O'Connell,Howard Bevans,FALSE
1955,Actress -- Leading Role,I'll Cry Tomorrow,Susan Hayward,Lillian Roth,FALSE
1955,Actress -- Leading Role,Summertime,Katharine Hepburn,Jane Hudson,FALSE
1955,Actress -- Leading Role,Love Is a Many-Splendored Thing,Jennifer Jones,Han Suyin,FALSE
1955,Actress -- Leading Role,The Rose Tattoo,Anna Magnani,Serafina Della Rose,TRUE
1955,Actress -- Leading Role,Interrupted Melody,Eleanor Parker,Marjorie Lawrence,FALSE
1955,Actress -- Supporting Role,Marty,Betsy Blair,Clara Snyder,FALSE
1955,Actress -- Supporting Role,Pete Kelly's Blues,Peggy Lee,Rose Hopkins,FALSE
1955,Actress -- Supporting Role,The Rose Tattoo,Marisa Pavan,Rosa Della Rose,FALSE
1955,Actress -- Supporting Role,East of Eden,Jo Van Fleet,Kate,TRUE
1955,Actress -- Supporting Role,Rebel without a Cause,Natalie Wood,Judy,FALSE
1955,Directing,Bad Day at Black Rock,"",,FALSE
1955,Directing,East of Eden,"",,FALSE
